user_id,country,signup_date,plan,device,monthly_watch_hours,monthly_revenue_eur
141,DE,2022-02-20,free,tv,10.75,0.0
142,DE,2023-07-25,free,tv,4.7,0.0
143,AU,2024-04-24,standard,web,13.45,9.99
144,GB,2023-09-01,free,mobile,6.15,0.0
145,DE,2025-10-28,premium,mobile,27.42,12.79
146,US,2024-09-18,free,tv,6.24,0.0
147,US,2022-11-07,free,mobile,6.67,0.0
148,GB,2025-04-13,standard,web,23.95,9.99
149,DE,2022-06-24,free,web,6.41,0.0
150,FR,2023-09-20,free,tv,2.67,0.0
151,NL,2022-02-21,free,tv,14.38,0.0
152,JP,2022-12-22,free,web,1.64,0.0
153,FR,2025-01-29,free,mobile,9.26,0.0
154,GB,2024-08-05,free,tv,1.26,0.0
155,FR,2023-08-29,standard,mobile,22.15,9.99
156,ES,2025-05-05,free,mobile,1.69,0.0
157,US,2024-03-26,free,mobile,5.55,0.0
158,ES,2023-07-04,free,tv,12.93,0.0
159,IT,2023-04-21,free,mobile,3.02,0.0
160,BR,2024-06-15,free,tv,4.69,0.0
161,FR,2025-05-11,free,tv,6.43,0.0
162,JP,2022-06-22,free,tv,6.27,0.0
163,US,2023-02-27,free,tv,4.71,0.0
164,FR,2024-10-09,free,mobile,8.12,0.0
165,GB,2023-07-20,free,mobile,2.94,0.0
166,US,2024-03-26,standard,tv,29.35,5.0
167,NL,2025-03-08,free,tv,1.81,0.0
168,BR,2023-11-18,free,tv,3.37,0.0
169,US,2021-08-10,free,tv,5.31,0.0
170,AU,2024-04-01,free,tv,2.66,0.0
171,US,2023-11-01,standard,web,32.11,7.99
172,DE,2025-08-01,free,tv,6.33,0.0
173,US,2024-06-06,free,web,4.31,0.0
174,AU,2023-01-22,free,mobile,5.33,0.0
175,FR,2025-05-28,standard,web,12.61,9.99
176,FR,2022-12-13,standard,mobile,6.77,7.99
177,DE,2025-10-22,premium,mobile,8.86,15.99
178,CA,2023-01-25,free,web,2.86,0.0
179,JP,2024-12-25,free,mobile,4.82,0.0
180,BR,2021-02-17,free,tv,7.9,0.0
181,JP,2025-05-21,free,tv,18.21,0.0
182,JP,2025-01-05,free,tv,9.31,0.0
183,DE,2023-01-01,free,mobile,6.03,0.0
184,US,2022-10-18,standard,tv,9.67,9.99
185,BR,2023-06-30,standard,web,10.21,7.99
186,ES,2025-08-18,standard,tv,8.09,9.99
187,US,2023-03-27,standard,web,3.01,5.0
188,FR,2025-02-19,premium,tv,13.25,12.79
189,BR,2024-01-17,standard,web,17.07,9.99
190,US,2022-12-02,free,mobile,8.02,0.0
191,AU,2024-02-22,standard,tv,24.72,7.99
192,US,2024-07-09,free,mobile,2.21,0.0
193,FR,2023-04-23,standard,tv,8.72,9.99
194,NL,2022-11-09,standard,mobile,12.43,9.99
195,FR,2021-04-30,free,tv,1.57,0.0
196,FR,2022-02-25,premium,web,24.17,8.0
197,GB,2023-05-18,free,mobile,3.42,0.0
198,SE,2022-03-10,standard,web,41.19,7.99
199,US,2024-03-12,standard,mobile,23.13,9.99
200,US,2025-08-20,free,tv,7.92,0.0
201,BR,2021-09-09,free,tv,1.94,0.0
202,CA,2024-05-13,standard,web,12.69,5.0
203,DE,2023-02-14,free,web,3.68,0.0
204,FR,2024-09-18,premium,tv,12.01,12.79
205,FR,2023-12-16,free,tv,9.47,0.0
206,US,2024-01-29,free,mobile,7.43,0.0
207,FR,2023-05-02,free,tv,2.81,0.0
208,ES,2022-01-23,standard,web,35.0,5.0
209,FR,2023-09-20,free,tv,2.95,0.0
210,DE,2025-03-31,free,tv,3.12,0.0
211,IT,2021-02-04,premium,web,42.84,15.99
212,GB,2021-12-25,free,web,3.35,0.0
213,US,2022-07-20,free,mobile,4.18,0.0
214,BR,2024-06-28,standard,tv,2.48,9.99
215,IT,2025-05-01,premium,mobile,21.43,12.79
216,IT,2021-05-30,free,web,3.31,0.0
217,FR,2024-04-29,free,mobile,8.61,0.0
218,FR,2021-08-06,standard,tv,30.25,9.99
219,JP,2023-11-03,free,tv,4.33,0.0
220,US,2024-10-19,free,tv,6.51,0.0
221,US,2025-05-06,free,mobile,12.48,0.0
222,DE,2025-04-20,free,mobile,6.34,0.0
223,ES,2023-01-19,free,tv,6.96,0.0
224,AU,2023-01-27,free,tv,5.82,0.0
225,US,2024-04-29,premium,tv,28.88,12.79
226,JP,2023-05-12,premium,web,15.98,15.99
227,FR,2022-05-20,free,tv,1.88,0.0
228,GB,2025-05-17,standard,tv,12.71,9.99
229,ES,2023-08-16,free,mobile,2.56,0.0
230,FR,2021-11-22,free,mobile,12.77,0.0
231,FR,2023-02-16,free,tv,4.14,0.0
232,DE,2025-05-24,free,mobile,7.92,0.0
233,AU,2025-03-23,free,web,6.82,0.0
234,GB,2024-05-05,standard,mobile,15.31,7.99
235,AU,2023-05-23,free,tv,3.8,0.0
236,BR,2022-11-18,standard,mobile,9.2,9.99
237,DE,2023-12-25,free,web,2.87,0.0
238,BR,2024-05-28,free,mobile,2.99,0.0
239,FR,2025-07-14,standard,tv,21.25,9.99
240,FR,2025-02-28,premium,tv,27.32,12.79
241,NL,2025-07-08,premium,tv,13.53,12.79
242,BR,2023-11-29,free,tv,6.6,0.0
243,US,2023-06-02,premium,mobile,6.43,12.79
244,GB,2022-08-15,free,mobile,4.08,0.0
245,GB,2023-05-25,premium,tv,13.43,8.0
246,SE,2024-11-11,free,tv,6.06,0.0
247,GB,2023-11-10,standard,mobile,12.26,7.99
248,DE,2024-07-27,free,mobile,10.94,0.0
249,US,2021-12-10,free,web,5.11,0.0
250,DE,2025-06-05,premium,mobile,5.72,12.79
251,ES,2024-08-13,premium,web,19.39,15.99
252,SE,2022-01-29,premium,tv,12.2,15.99
253,DE,2021-07-07,free,mobile,18.28,0.0
254,US,2021-11-29,free,tv,3.16,0.0
255,US,2024-11-06,free,mobile,5.67,0.0
256,BR,2024-07-19,free,mobile,4.48,0.0
257,BR,2024-12-10,free,tv,1.44,0.0
258,FR,2022-12-29,free,web,8.49,0.0
259,FR,2023-03-10,standard,tv,22.58,9.99
260,GB,2022-06-02,free,web,3.32,0.0
261,FR,2023-01-18,premium,web,27.72,15.99
262,NL,2025-02-27,standard,tv,10.5,9.99
263,US,2022-05-19,free,web,1.61,0.0
264,FR,2023-11-15,free,tv,0.97,0.0
265,JP,2021-03-23,standard,web,9.29,7.99
266,FR,2023-06-19,standard,mobile,14.28,5.0
267,US,2024-06-26,free,tv,9.64,0.0
268,FR,2022-05-13,free,mobile,4.14,0.0
269,FR,2024-10-17,standard,web,14.34,9.99
270,FR,2023-06-22,free,tv,5.41,0.0
271,FR,2023-04-23,standard,mobile,11.73,9.99
272,FR,2022-10-05,free,tv,3.27,0.0
273,FR,2021-04-30,standard,tv,24.02,5.0
274,GB,2023-10-03,free,web,1.11,0.0
275,IT,2025-03-27,free,mobile,3.69,0.0
276,US,2025-04-19,free,tv,4.56,0.0
277,US,2023-02-13,standard,mobile,9.07,9.99
278,DE,2025-09-12,free,tv,11.06,0.0
279,SE,2022-09-16,standard,tv,4.97,9.99
280,NL,2022-12-31,free,mobile,3.31,0.0
281,FR,2024-05-12,free,mobile,7.7,0.0
282,US,2025-09-07,free,tv,9.66,0.0
283,US,2024-04-29,free,tv,8.88,0.0
284,US,2024-11-23,free,mobile,1.2,0.0
285,GB,2021-10-14,free,tv,26.2,0.0
286,DE,2022-06-30,standard,tv,4.62,9.99
287,FR,2023-02-06,standard,tv,6.91,7.99
288,US,2023-02-18,standard,mobile,15.89,9.99
289,GB,2021-09-28,free,tv,1.28,0.0
290,FR,2024-11-16,free,tv,3.25,0.0
291,NL,2024-05-03,free,web,1.51,0.0
292,FR,2024-05-29,free,mobile,2.27,0.0
293,JP,2025-06-07,free,mobile,2.09,0.0
294,FR,2024-11-04,free,tv,3.14,0.0
295,NL,2023-11-17,free,mobile,6.23,0.0
296,JP,2024-07-03,free,mobile,4.55,0.0
297,CA,2025-12-28,free,web,2.96,0.0
298,BR,2023-02-09,premium,tv,21.89,12.79
299,BR,2024-07-05,premium,mobile,10.9,12.79
300,ES,2022-10-02,standard,tv,15.92,5.0
301,BR,2023-08-24,standard,tv,10.57,7.99
302,FR,2025-12-06,free,tv,9.13,0.0
303,GB,2022-06-03,standard,tv,25.65,7.99
304,DE,2023-08-07,free,tv,2.72,0.0
305,NL,2024-06-01,free,mobile,4.04,0.0
306,DE,2023-08-26,standard,mobile,7.34,9.99
307,US,2024-03-05,free,tv,4.0,0.0
308,ES,2022-12-23,premium,mobile,81.86,15.99
309,US,2025-02-05,free,web,1.71,0.0
310,FR,2023-02-22,free,mobile,6.91,0.0
311,DE,2022-04-01,free,web,2.5,0.0
312,DE,2022-09-08,free,tv,3.01,0.0
313,US,2022-12-18,free,tv,6.65,0.0
314,US,2025-04-26,free,tv,2.87,0.0
315,US,2021-07-13,free,tv,8.32,0.0
316,US,2025-11-26,free,mobile,20.22,0.0
317,US,2024-08-15,free,mobile,6.93,0.0
318,IT,2024-11-16,free,mobile,2.1,0.0
319,US,2022-06-01,standard,tv,7.35,5.0
320,AU,2023-02-11,free,mobile,3.68,0.0
321,JP,2023-06-03,standard,web,10.31,5.0
322,DE,2025-07-27,free,web,23.05,0.0
323,US,2024-02-19,free,mobile,8.09,0.0
324,GB,2025-01-14,free,mobile,7.29,0.0
325,NL,2025-04-26,free,mobile,8.14,0.0
326,ES,2025-04-24,free,tv,2.17,0.0
327,BR,2024-04-23,free,mobile,2.68,0.0
328,GB,2025-08-03,standard,web,6.92,9.99
329,ES,2024-04-07,free,tv,3.79,0.0
330,US,2025-03-26,premium,mobile,27.98,8.0
331,IT,2024-01-08,free,tv,4.0,0.0
332,US,2023-12-04,free,mobile,11.41,0.0
333,IT,2023-10-19,free,web,8.67,0.0
334,SE,2024-12-30,free,tv,5.18,0.0
335,FR,2022-02-08,premium,tv,7.1,12.79
336,ES,2025-05-23,free,tv,1.59,0.0
337,FR,2021-12-14,free,web,13.22,0.0
338,IT,2025-05-30,standard,mobile,11.63,5.0
339,FR,2024-02-27,free,tv,5.31,0.0
340,AU,2023-07-23,free,mobile,3.85,0.0
341,FR,2025-01-27,free,tv,2.95,0.0
342,AU,2025-07-16,premium,tv,15.56,8.0
343,BR,2023-06-06,premium,mobile,10.75,15.99
344,GB,2022-04-30,standard,mobile,12.45,9.99
345,BR,2023-10-01,free,web,8.64,0.0
346,BR,2023-06-20,free,tv,5.97,0.0
347,AU,2023-12-08,standard,tv,7.16,9.99
348,US,2024-06-06,premium,tv,9.55,12.79
349,GB,2021-09-30,free,mobile,1.96,0.0
350,FR,2022-03-07,free,mobile,9.0,0.0
351,ES,2023-05-21,free,tv,3.77,0.0
352,FR,2022-12-13,standard,mobile,5.69,9.99
353,GB,2023-01-31,standard,mobile,8.43,9.99
354,GB,2023-08-01,free,tv,2.18,0.0
355,DE,2021-10-15,free,mobile,4.45,0.0
356,GB,2023-11-07,standard,tv,7.81,9.99
357,BR,2022-10-03,free,mobile,3.4,0.0
358,BR,2023-02-07,free,web,4.56,0.0
359,DE,2023-08-26,premium,mobile,25.8,12.79
360,GB,2025-02-10,free,tv,10.79,0.0
361,AU,2023-08-14,free,tv,3.85,0.0
362,FR,2022-11-21,standard,mobile,6.44,9.99
363,FR,2023-06-24,premium,tv,21.23,12.79
364,FR,2023-11-02,premium,tv,12.44,8.0
365,ES,2024-03-20,free,mobile,11.12,0.0
366,DE,2023-07-30,free,tv,6.48,0.0
367,BR,2023-05-19,free,web,6.67,0.0
368,ES,2025-10-06,free,tv,2.72,0.0
369,US,2022-07-12,free,tv,2.77,0.0
370,JP,2025-08-24,standard,tv,4.48,9.99
371,BR,2024-10-24,free,mobile,5.27,0.0
372,US,2024-06-15,standard,mobile,12.08,7.99
373,US,2024-07-22,free,mobile,8.23,0.0
374,US,2024-11-25,standard,mobile,5.44,9.99
375,FR,2025-04-15,standard,mobile,4.69,9.99
376,FR,2023-12-27,standard,tv,13.74,9.99
377,AU,2021-06-13,free,mobile,11.13,0.0
378,DE,2023-12-08,standard,tv,2.82,9.99
379,US,2022-12-20,premium,mobile,17.21,15.99
380,IT,2025-06-08,standard,mobile,16.16,9.99
381,GB,2022-12-03,free,tv,2.46,0.0
382,AU,2025-07-06,free,tv,4.61,0.0
383,BR,2023-07-20,free,mobile,2.23,0.0
384,DE,2023-01-23,free,tv,2.56,0.0
385,US,2024-12-28,standard,web,8.31,9.99
386,CA,2024-02-16,standard,tv,8.88,9.99
387,IT,2024-07-02,free,tv,1.37,0.0
388,AU,2023-04-12,free,mobile,10.61,0.0
389,FR,2024-04-02,free,mobile,2.25,0.0
390,NL,2025-02-28,standard,tv,7.62,9.99
391,ES,2025-11-12,standard,web,6.88,5.0
392,FR,2025-06-01,premium,tv,12.72,8.0
393,GB,2024-03-23,free,tv,2.22,0.0
394,IT,2022-10-24,premium,tv,46.9,12.79
395,FR,2023-09-28,free,tv,20.0,0.0
396,DE,2023-06-23,free,tv,5.15,0.0
397,NL,2025-11-05,premium,tv,39.27,8.0
398,US,2023-04-02,free,mobile,4.42,0.0
399,DE,2025-10-24,standard,tv,5.15,9.99
400,DE,2024-06-06,free,tv,40.23,0.0
401,US,2024-03-01,premium,tv,93.98,15.99
402,JP,2022-12-19,standard,tv,3.04,9.99
403,BR,2022-03-20,free,web,5.47,0.0
404,FR,2023-02-14,free,tv,3.51,0.0
405,CA,2024-07-18,free,mobile,8.75,0.0
406,SE,2021-04-05,standard,tv,53.17,9.99
407,US,2022-07-16,free,web,7.18,0.0
408,NL,2025-04-14,premium,mobile,59.49,15.99
409,FR,2025-07-13,free,web,7.87,0.0
410,CA,2024-02-07,standard,web,5.82,9.99
411,ES,2022-03-05,standard,mobile,7.57,9.99
412,ES,2025-02-01,free,tv,4.83,0.0
413,FR,2023-09-23,standard,mobile,21.61,9.99
414,JP,2022-08-26,premium,tv,22.02,15.99
415,FR,2022-07-16,free,mobile,13.43,0.0
416,US,2024-09-27,standard,mobile,27.79,7.99
417,FR,2024-07-31,standard,mobile,8.09,9.99
418,BR,2023-03-18,free,tv,9.05,0.0
419,US,2025-03-22,standard,mobile,22.44,9.99
420,JP,2024-07-07,free,tv,5.67,0.0
421,ES,2024-04-11,free,tv,3.47,0.0
422,FR,2021-12-12,standard,web,5.57,9.99
423,FR,2023-09-08,free,mobile,1.23,0.0
424,FR,2024-08-12,standard,tv,5.75,9.99
425,GB,2023-05-16,standard,mobile,8.7,9.99
426,BR,2024-03-12,free,tv,7.07,0.0
427,US,2022-06-12,standard,tv,12.65,9.99
428,NL,2021-07-02,standard,mobile,6.02,9.99
429,FR,2024-09-15,standard,tv,16.95,9.99
430,BR,2024-09-21,free,mobile,7.44,0.0
431,JP,2023-09-09,free,web,4.97,0.0
432,BR,2024-12-21,premium,web,7.17,8.0
433,IT,2024-06-07,free,mobile,7.73,0.0
434,NL,2023-02-20,free,tv,3.45,0.0
435,FR,2024-02-21,standard,mobile,29.35,7.99
436,US,2025-02-05,standard,web,7.58,5.0
437,FR,2023-05-20,premium,mobile,9.67,8.0
438,DE,2025-08-07,premium,tv,16.2,15.99
439,BR,2022-04-08,free,mobile,4.97,0.0
440,ES,2024-12-01,free,mobile,8.07,0.0
441,NL,2023-07-10,free,web,13.16,0.0
442,FR,2024-10-14,premium,tv,10.75,15.99
443,IT,2023-06-26,premium,mobile,58.27,15.99
444,US,2023-01-05,standard,tv,36.0,5.0
445,US,2022-02-16,standard,tv,14.48,9.99
446,IT,2021-10-13,standard,tv,4.72,9.99
447,CA,2025-10-29,free,mobile,7.34,0.0
448,ES,2024-12-16,free,mobile,3.5,0.0
449,FR,2025-01-06,free,web,7.88,0.0
450,ES,2023-08-10,free,tv,2.53,0.0
451,FR,2023-11-24,free,tv,2.25,0.0
452,SE,2024-11-17,premium,mobile,25.38,15.99
453,IT,2024-01-16,standard,mobile,52.85,9.99
454,FR,2022-08-04,free,mobile,2.88,0.0
455,FR,2023-08-07,free,tv,1.64,0.0
456,US,2023-12-17,standard,mobile,8.47,9.99
457,CA,2024-02-24,free,mobile,6.56,0.0
458,DE,2023-10-29,free,tv,12.65,0.0
459,BR,2024-03-10,premium,web,24.73,15.99
460,ES,2022-12-27,premium,mobile,25.02,15.99
461,GB,2023-08-28,standard,mobile,10.34,9.99
462,FR,2024-12-19,free,mobile,2.84,0.0
463,AU,2023-08-30,free,mobile,2.15,0.0
464,US,2025-04-05,free,mobile,5.33,0.0
465,GB,2024-10-11,premium,tv,13.12,15.99
466,IT,2023-08-13,free,tv,2.2,0.0
467,ES,2024-04-27,free,mobile,6.43,0.0
468,AU,2024-12-27,standard,tv,11.47,9.99
469,FR,2025-03-13,free,mobile,2.0,0.0
470,DE,2021-04-04,free,mobile,5.16,0.0
471,DE,2022-12-14,free,tv,1.3,0.0
472,DE,2021-07-10,standard,tv,7.2,7.99
473,FR,2021-12-26,free,mobile,1.44,0.0
474,FR,2025-03-07,premium,web,34.8,15.99
475,US,2025-06-21,standard,tv,6.96,9.99
476,US,2022-05-10,free,tv,8.52,0.0
477,DE,2024-03-31,standard,tv,8.53,7.99
478,ES,2024-07-18,free,mobile,10.42,0.0
479,ES,2024-12-03,free,tv,17.36,0.0
480,DE,2023-03-08,free,mobile,2.96,0.0
481,DE,2025-07-15,premium,web,9.65,15.99
482,US,2023-04-27,standard,tv,10.46,9.99
483,GB,2024-07-25,standard,tv,18.52,9.99
484,US,2023-01-15,standard,mobile,6.94,9.99
485,FR,2022-12-12,free,tv,3.79,0.0
486,DE,2024-07-25,free,mobile,10.07,0.0
487,DE,2022-11-20,free,tv,6.42,0.0
488,US,2023-07-21,standard,mobile,3.43,5.0
489,GB,2023-05-23,free,tv,0.87,0.0
490,GB,2022-01-20,premium,tv,24.16,15.99
491,IT,2023-04-06,free,mobile,21.79,0.0
492,ES,2024-07-29,free,mobile,2.45,0.0
493,ES,2021-10-12,free,mobile,20.71,0.0
494,US,2022-12-10,free,mobile,6.23,0.0
495,BR,2023-11-12,free,mobile,3.7,0.0
496,GB,2023-06-16,free,tv,5.7,0.0
497,DE,2022-10-05,standard,mobile,15.41,9.99
498,ES,2023-06-13,standard,mobile,12.52,5.0
499,US,2023-02-02,free,mobile,7.19,0.0
500,DE,2024-06-06,free,web,2.97,0.0
501,IT,2021-11-23,free,mobile,3.86,0.0
502,SE,2023-11-01,standard,mobile,4.69,5.0
503,JP,2024-01-24,free,tv,4.84,0.0
504,DE,2023-03-10,standard,mobile,29.77,9.99
505,GB,2024-04-29,free,mobile,2.5,0.0
506,BR,2025-03-12,free,mobile,1.69,0.0
507,US,2022-01-01,free,tv,5.55,0.0
508,NL,2024-03-13,standard,mobile,1.96,5.0
509,DE,2024-04-23,free,tv,6.57,0.0
510,FR,2022-06-20,free,mobile,3.22,0.0
511,FR,2022-10-23,standard,web,11.17,9.99
512,NL,2021-08-18,standard,tv,4.78,9.99
513,FR,2024-08-13,standard,mobile,14.47,9.99
514,US,2024-07-28,premium,mobile,50.06,15.99
515,US,2022-03-13,free,web,2.06,0.0
516,FR,2024-01-14,free,mobile,9.39,0.0
517,US,2022-05-28,free,web,3.67,0.0
518,BR,2024-12-15,standard,tv,4.22,5.0
519,FR,2022-05-24,standard,mobile,7.83,9.99
520,NL,2025-04-22,free,mobile,5.7,0.0
521,NL,2023-05-20,free,mobile,6.3,0.0
522,US,2024-11-07,free,mobile,9.21,0.0
523,FR,2024-06-05,free,web,3.09,0.0
524,GB,2024-06-27,free,web,0.46,0.0
525,FR,2021-08-27,premium,mobile,29.56,12.79
526,US,2023-10-31,free,tv,3.95,0.0
527,AU,2024-01-29,free,web,6.04,0.0
528,CA,2024-12-28,free,mobile,9.3,0.0
529,BR,2024-11-11,free,mobile,6.78,0.0
530,US,2024-04-13,free,tv,4.72,0.0
531,IT,2024-08-17,free,web,3.3,0.0
532,IT,2024-06-20,free,tv,14.68,0.0
533,US,2025-06-13,free,web,2.06,0.0
534,ES,2025-02-09,standard,tv,10.54,9.99
535,FR,2024-02-10,free,mobile,17.44,0.0
536,US,2025-01-03,free,tv,3.61,0.0
537,GB,2022-12-27,free,mobile,2.0,0.0
538,FR,2022-03-06,free,mobile,4.02,0.0
539,FR,2022-12-10,free,tv,1.85,0.0
540,NL,2023-12-29,free,tv,5.1,0.0
541,CA,2023-09-27,free,mobile,8.93,0.0
542,GB,2022-08-15,standard,mobile,6.52,9.99
543,NL,2023-07-14,free,tv,7.79,0.0
544,CA,2024-04-10,premium,tv,9.4,12.79
545,FR,2024-01-18,free,mobile,19.59,0.0
546,DE,2023-02-23,free,web,10.54,0.0
547,US,2023-10-23,free,web,1.29,0.0
