date,region,streaming_hours,subscribers,is_holiday,marketing_spend_eur,major_launch
2022-03-26,EU,126156.1,16919,False,6516.91,False
2022-03-27,EU,160719.8,20045,False,4524.4,False
2022-03-28,EU,154769.7,20118,False,6221.87,False
2022-03-29,EU,161300.2,20064,False,5435.99,False
2022-03-30,EU,149733.9,18846,False,6333.85,False
2022-03-31,EU,127662.0,15297,False,5391.21,False
2022-04-01,EU,117064.4,14409,False,6593.4,False
2022-04-02,EU,134037.6,16859,False,6270.06,False
2022-04-03,EU,154147.0,20061,False,7375.49,False
2022-04-04,EU,158411.6,19912,False,6261.19,False
2022-04-05,EU,148089.5,19203,False,5641.49,False
2022-04-06,EU,136063.7,17328,False,6059.49,False
2022-04-07,EU,116958.1,15433,False,5182.21,False
2022-04-08,EU,107941.8,13463,False,6583.11,False
2022-04-09,EU,137744.8,18413,False,6730.68,False
2022-04-10,EU,150706.3,18595,False,8234.76,False
2022-04-11,EU,156378.2,19164,False,5762.53,False
2022-04-12,EU,172583.6,20967,False,6046.36,False
2022-04-13,EU,144323.1,19205,False,5800.59,False
2022-04-14,EU,130068.5,16668,False,6431.49,False
2022-04-15,EU,108457.4,13390,False,6567.75,False
2022-04-16,EU,133823.4,17352,False,6220.3,False
2022-04-17,EU,150512.3,19157,False,7132.66,False
2022-04-18,EU,156825.0,20586,False,5770.62,False
2022-04-19,EU,168979.1,20348,False,7053.74,False
2022-04-20,EU,134315.7,16656,False,6696.2,False
2022-04-21,EU,128206.5,15794,False,6256.38,False
2022-04-22,EU,115134.4,13404,False,6014.65,False
2022-04-23,EU,131187.2,16928,False,8208.53,False
2022-04-24,EU,146557.2,18184,False,5614.19,False
2022-04-25,EU,160036.2,20374,False,6506.75,False
2022-04-26,EU,220886.8,28790,False,13668.82,True
2022-04-27,EU,148605.6,18399,False,7698.1,False
2022-04-28,EU,125496.4,15476,False,6979.66,False
2022-04-29,EU,122753.7,15403,False,5728.12,False
2022-04-30,EU,133408.9,17169,False,6681.48,False
2022-05-01,EU,149670.2,18425,False,6478.16,False
2022-05-02,EU,160621.1,19762,False,5859.3,False
2022-05-03,EU,163546.8,20971,False,6879.73,False
2022-05-04,EU,156562.6,19759,False,6585.24,False
2022-05-05,EU,130307.6,15266,False,6446.96,False
2022-05-06,EU,115406.1,13813,False,6241.46,False
2022-05-07,EU,144537.1,18817,False,6620.44,False
2022-05-08,EU,147966.2,18696,False,6459.71,False
2022-05-09,EU,153660.3,18826,False,6324.07,False
2022-05-10,EU,153805.4,19140,False,5764.59,False
2022-05-11,EU,143283.4,17917,False,7633.01,False
2022-05-12,EU,116083.7,14878,False,5438.26,False
2022-05-13,EU,116572.4,13892,False,6621.31,False
2022-05-14,EU,132697.1,16166,False,6023.61,False
2022-05-15,EU,145189.3,18285,False,7688.04,False
2022-05-16,EU,150076.6,18709,False,5558.21,False
2022-05-17,EU,163127.0,20676,False,5693.39,False
2022-05-18,EU,151601.7,18335,False,5506.35,False
2022-05-19,EU,136501.8,17241,False,6541.57,False
2022-05-20,EU,128851.0,16652,False,5184.96,False
2022-05-21,EU,136319.6,17283,False,5901.18,False
2022-05-22,EU,148233.0,18598,False,4562.71,False
2022-05-23,EU,140540.8,17519,False,6477.54,False
2022-05-24,EU,161918.3,19822,False,5885.63,False
2022-05-25,EU,138849.4,17320,False,5095.95,False
2022-05-26,EU,120872.1,15738,False,7155.49,False
2022-05-27,EU,108415.6,13492,False,5241.47,False
2022-05-28,EU,131855.1,16036,False,6925.75,False
2022-05-29,EU,163301.7,20166,False,5727.97,False
2022-05-30,EU,157599.7,19800,False,7570.66,False
2022-05-31,EU,157546.5,19506,False,6889.64,False
2022-06-01,EU,136384.6,17290,False,5484.16,False
2022-06-02,EU,112383.1,14309,False,5557.53,False
2022-06-03,EU,108414.6,13996,False,6776.22,False
2022-06-04,EU,131562.5,17157,False,6082.5,False
2022-06-05,EU,167615.0,21449,False,6157.53,False
2022-06-06,EU,156320.6,19072,False,7311.39,False
2022-06-07,EU,165458.8,20230,False,5695.25,False
2022-06-08,EU,139258.5,17369,False,6367.84,False
2022-06-09,EU,114565.4,14095,False,7059.1,False
2022-06-10,EU,104991.2,12554,False,6943.29,False
2022-06-11,EU,126203.7,15554,False,6168.91,False
2022-06-12,EU,169128.4,20903,False,6066.08,False
2022-06-13,EU,147812.9,18140,False,4906.75,False
2022-06-14,EU,163073.4,20226,False,5453.4,False
2022-06-15,EU,135328.5,17505,False,6553.69,False
2022-06-16,EU,126463.2,15907,False,6189.29,False
2022-06-17,EU,111555.4,15180,False,6360.14,False
2022-06-18,EU,128896.8,16197,False,7132.2,False
2022-06-19,EU,151328.2,18770,False,5351.54,False
2022-06-20,EU,147893.0,18488,False,6113.06,False
2022-06-21,EU,158699.4,19965,False,6453.57,False
2022-06-22,EU,137365.6,17388,False,5739.87,False
2022-06-23,EU,112491.5,15099,False,7448.98,False
2022-06-24,EU,101601.4,12277,False,7031.27,False
2022-06-25,EU,129935.7,16671,False,6537.11,False
2022-06-26,EU,162227.9,20382,False,7740.99,False
2022-06-27,EU,152812.4,18316,False,5107.08,False
2022-06-28,EU,152997.7,19510,False,6300.62,False
2022-06-29,EU,141347.6,18302,False,6600.47,False
2022-06-30,EU,126558.6,15391,False,5576.36,False
2022-07-01,EU,108776.1,13592,False,6549.17,False
2022-07-02,EU,125079.2,14772,False,5423.93,False
2022-07-03,EU,157287.8,19031,False,6862.25,False
2022-07-04,EU,191866.4,24507,True,7156.67,False
2022-07-05,EU,164273.3,20300,False,6528.87,False
2022-07-06,EU,139394.5,16869,False,4829.36,False
2022-07-07,EU,110543.6,13932,False,5538.77,False
2022-07-08,EU,99349.8,12157,False,6764.57,False
2022-07-09,EU,137021.5,16892,False,6330.36,False
2022-07-10,EU,160455.5,20426,False,4158.8,False
2022-07-11,EU,147604.0,17869,False,7308.86,False
2022-07-12,EU,148310.7,18086,False,6424.53,False
2022-07-13,EU,146910.5,18440,False,5660.54,False
2022-07-14,EU,110251.3,14266,False,7112.36,False
2022-07-15,EU,100974.5,13240,False,5774.97,False
2022-07-16,EU,129492.9,15854,False,5766.84,False
2022-07-17,EU,143535.5,18410,False,6604.88,False
2022-07-18,EU,147596.1,18057,False,7743.63,False
2022-07-19,EU,148659.9,19495,False,7618.27,False
2022-07-20,EU,138003.4,16683,False,6607.77,False
2022-07-21,EU,123839.9,16144,False,6690.51,False
2022-07-22,EU,105263.7,12829,False,6954.4,False
2022-07-23,EU,128382.1,17054,False,5316.21,False
2022-07-24,EU,130289.4,16581,False,6837.72,False
2022-07-25,EU,146020.3,17744,False,5735.74,False
2022-07-26,EU,142350.5,17532,False,6578.38,False
2022-07-27,EU,126371.0,16186,False,6142.23,False
2022-07-28,EU,109694.5,14238,False,6725.77,False
2022-07-29,EU,102185.0,12737,False,6419.88,False
2022-07-30,EU,129004.7,16147,False,3867.58,False
2022-07-31,EU,134438.9,17184,False,6469.71,False
2022-08-01,EU,145417.9,18243,False,6840.92,False
2022-08-02,EU,143859.6,17335,False,6684.54,False
2022-08-03,EU,131320.0,16008,False,6246.33,False
2022-08-04,EU,119541.7,15060,False,7642.73,False
2022-08-05,EU,105891.7,13844,False,6578.7,False
2022-08-06,EU,130598.7,17132,False,6680.34,False
2022-08-07,EU,141797.8,18114,False,7166.39,False
2022-08-08,EU,139099.8,17531,False,6621.47,False
2022-08-09,EU,144708.3,18462,False,5613.59,False
2022-08-10,EU,134148.7,16435,False,4381.93,False
2022-08-11,EU,114021.4,14176,False,5951.5,False
2022-08-12,EU,96842.9,11693,False,6942.56,False
2022-08-13,EU,122119.7,14640,False,6051.92,False
2022-08-14,EU,143554.4,18111,False,6975.94,False
2022-08-15,EU,161177.1,20239,False,6454.58,False
2022-08-16,EU,159037.2,20223,False,7366.65,False
2022-08-17,EU,126077.5,16032,False,6100.63,False
2022-08-18,EU,110703.9,13959,False,6711.49,False
2022-08-19,EU,94322.8,12068,False,6742.71,False
2022-08-20,EU,117275.4,14638,False,7539.88,False
2022-08-21,EU,143335.7,18123,False,4973.89,False
2022-08-22,EU,150928.2,18502,False,5973.07,False
2022-08-23,EU,139320.1,17599,False,7019.21,False
2022-08-24,EU,126705.5,16172,False,7577.72,False
2022-08-25,EU,99737.1,12132,False,6533.66,False
2022-08-26,EU,100432.8,12580,False,6108.04,False
2022-08-27,EU,113867.2,13921,False,6948.49,False
2022-08-28,EU,136726.5,16827,False,7038.36,False
2022-08-29,EU,135487.1,16373,False,6056.27,False
2022-08-30,EU,143281.2,18543,False,6608.85,False
2022-08-31,EU,118976.9,15404,False,7289.62,False
2022-09-01,EU,103122.1,13158,False,7858.17,False
2022-09-02,EU,111607.2,14937,False,6940.48,False
2022-09-03,EU,112104.0,13918,False,6382.31,False
2022-09-04,EU,132283.3,18051,False,6304.34,False
2022-09-05,EU,154208.2,19162,False,6794.12,False
2022-09-06,EU,164362.9,20672,False,6256.26,False
2022-09-07,EU,122445.7,15106,False,6501.11,False
2022-09-08,EU,108942.5,13803,False,5503.7,False
2022-09-09,EU,102335.8,13209,False,7388.25,False
2022-09-10,EU,129875.3,16177,False,5439.05,False
2022-09-11,EU,132775.1,17485,False,6006.11,False
2022-09-12,EU,139241.9,17524,False,6430.47,False
2022-09-13,EU,148845.2,18740,False,7945.79,False
2022-09-14,EU,132697.5,16132,False,6015.45,False
2022-09-15,EU,108762.1,13804,False,5821.39,False
2022-09-16,EU,99840.2,12413,False,5914.15,False
2022-09-17,EU,111232.6,13599,False,7682.52,False
2022-09-18,EU,137919.1,16851,False,4106.12,False
2022-09-19,EU,139038.2,18715,False,5554.41,False
2022-09-20,EU,144914.3,17982,False,8542.23,False
2022-09-21,EU,126273.7,15055,False,6830.51,False
2022-09-22,EU,113490.4,13837,False,5473.61,False
2022-09-23,EU,105653.7,13180,False,6325.47,False
2022-09-24,EU,120457.6,15330,False,6413.56,False
2022-09-25,EU,142169.1,18048,False,7037.1,False
2022-09-26,EU,141453.6,18020,False,7832.4,False
2022-09-27,EU,143450.6,17608,False,6672.24,False
2022-09-28,EU,125396.2,15844,False,5930.17,False
2022-09-29,EU,112838.2,13666,False,6992.27,False
2022-09-30,EU,100279.6,12225,False,5804.6,False
2022-10-01,EU,132341.7,16083,False,5537.13,False
2022-10-02,EU,151083.3,18291,False,4956.47,False
2022-10-03,EU,144196.6,18556,False,5112.9,False
2022-10-04,EU,138388.7,17642,False,5648.44,False
2022-10-05,EU,123248.7,15894,False,5423.97,False
2022-10-06,EU,118101.2,14782,False,6617.39,False
2022-10-07,EU,102468.5,13196,False,5407.88,False
2022-10-08,EU,123158.0,14514,False,3853.07,False
2022-10-09,EU,128375.0,16478,False,5533.47,False
2022-10-10,EU,148672.6,18672,False,5991.71,False
2022-10-11,EU,147821.9,18791,False,5885.44,False
2022-10-12,EU,123855.0,15671,False,7586.02,False
2022-10-13,EU,109383.5,13179,False,5880.17,False
2022-10-14,EU,103013.1,12127,False,7076.34,False
2022-10-15,EU,121248.4,14800,False,6357.01,False
2022-10-16,EU,139380.8,17705,False,6338.96,False
2022-10-17,EU,142188.3,18118,False,5705.1,False
2022-10-18,EU,143596.3,17265,False,6326.97,False
2022-10-19,EU,132979.6,16131,False,5762.52,False
2022-10-20,EU,121060.9,14771,False,6511.22,False
2022-10-21,EU,89229.1,10974,False,6186.8,False
2022-10-22,EU,120340.1,14361,False,5620.7,False
2022-10-23,EU,143730.6,17255,False,7170.52,False
2022-10-24,EU,146126.4,17854,False,6719.07,False
2022-10-25,EU,143820.4,18020,False,6019.75,False
2022-10-26,EU,121330.9,14576,False,6495.19,False
2022-10-27,EU,115542.1,14384,False,6312.34,False
2022-10-28,EU,112130.9,14545,False,5685.93,False
2022-10-29,EU,113399.6,13524,False,6437.0,False
2022-10-30,EU,149922.1,18637,False,5884.39,False
2022-10-31,EU,142892.7,18373,False,5625.85,False
2022-11-01,EU,147427.8,18219,False,5084.19,False
2022-11-02,EU,127185.0,15611,False,6096.11,False
2022-11-03,EU,112839.1,14686,False,6837.18,False
2022-11-04,EU,110991.5,13720,False,5828.47,False
2022-11-05,EU,127646.4,16508,False,8401.37,False
2022-11-06,EU,157735.6,19931,False,7093.95,False
2022-11-07,EU,155409.3,19254,False,7429.46,False
2022-11-08,EU,152705.0,19327,False,7022.79,False
2022-11-09,EU,147508.5,18598,False,7869.49,False
2022-11-10,EU,118542.6,15328,False,5758.2,False
2022-11-11,EU,137151.9,16869,True,4339.81,False
2022-11-12,EU,123554.2,15464,False,6032.1,False
2022-11-13,EU,147291.1,18380,False,6836.17,False
2022-11-14,EU,143274.8,18261,False,6511.41,False
2022-11-15,EU,158640.9,19317,False,6611.18,False
2022-11-16,EU,129188.7,16657,False,7448.13,False
2022-11-17,EU,121972.8,15479,False,6697.65,False
2022-11-18,EU,105616.8,12543,False,7031.73,False
2022-11-19,EU,134382.8,17401,False,5641.55,False
2022-11-20,EU,154199.8,20392,False,5517.49,False
2022-11-21,EU,163993.4,21000,False,7685.69,False
2022-11-22,EU,158668.3,20547,False,6475.72,False
2022-11-23,EU,128104.5,16055,False,5897.02,False
2022-11-24,EU,118500.2,13981,False,5899.08,False
2022-11-25,EU,101694.8,11789,False,5877.5,False
2022-11-26,EU,125288.1,15788,False,5830.23,False
2022-11-27,EU,161975.6,19950,False,5371.48,False
2022-11-28,EU,157182.3,19190,False,5198.26,False
2022-11-29,EU,149724.0,18684,False,6243.2,False
2022-11-30,EU,133785.6,17030,False,5925.46,False
2022-12-01,EU,120729.8,14364,False,7286.13,False
2022-12-02,EU,144002.3,17775,False,14635.46,True
2022-12-03,EU,126038.2,16509,False,6613.85,False
2022-12-04,EU,155092.8,18848,False,5807.7,False
2022-12-05,EU,163402.4,20860,False,6305.98,False
2022-12-06,EU,162141.0,20025,False,6692.2,False
2022-12-07,EU,126567.7,16093,False,6976.96,False
2022-12-08,EU,124126.2,16064,False,6329.49,False
2022-12-09,EU,111504.1,14308,False,7268.5,False
2022-12-10,EU,135047.3,17335,False,6412.19,False
2022-12-11,EU,167460.2,20356,False,7040.68,False
2022-12-12,EU,140573.7,18128,False,6015.12,False
2022-12-13,EU,154948.9,18942,False,4957.53,False
2022-12-14,EU,149342.2,18797,False,6622.89,False
2022-12-15,EU,114266.8,14412,False,6989.06,False
2022-12-16,EU,121078.5,15377,False,6869.68,False
2022-12-17,EU,136757.4,17263,False,6747.75,False
2022-12-18,EU,163915.2,20067,False,6131.73,False
2022-12-19,EU,154554.0,18644,False,5765.8,False
2022-12-20,EU,168663.7,21519,False,6853.18,False
2022-12-21,EU,155108.7,19481,False,6753.56,False
2022-12-22,EU,127418.6,16502,False,5964.28,False
2022-12-23,EU,115803.6,14453,False,7301.14,False
2022-12-24,EU,172699.5,20884,True,5707.91,False
2022-12-25,EU,190937.9,24350,True,5947.98,False
2022-12-26,EU,160317.1,19854,False,7724.54,False
2022-12-27,EU,163273.7,20580,False,7110.87,False
2022-12-28,EU,152342.6,18719,False,6130.19,False
2022-12-29,EU,134255.7,17604,False,6647.1,False
2022-12-30,EU,110048.9,13317,False,6541.63,False
2022-12-31,EU,171899.4,21318,True,4221.91,False
2023-01-01,EU,217675.2,27263,True,5693.82,False
2023-01-02,EU,157925.9,19194,False,6378.92,False
2023-01-03,EU,160218.7,20192,False,6134.91,False
2023-01-04,EU,153334.9,19972,False,6618.48,False
2023-01-05,EU,135328.7,16670,False,7324.99,False
2023-01-06,EU,118065.0,14955,False,6164.77,False
2023-01-07,EU,149859.3,17357,False,5576.48,False
2023-01-08,EU,171607.9,21431,False,6683.08,False
2023-01-09,EU,173480.7,21528,False,6162.5,False
2023-01-10,EU,174274.4,21375,False,6299.55,False
2023-01-11,EU,171981.7,22038,False,6191.58,False
2023-01-12,EU,130416.0,16138,False,8219.07,False
2023-01-13,EU,107742.2,13379,False,4633.64,False
2023-01-14,EU,154022.7,19064,False,6116.13,False
2023-01-15,EU,163144.1,19434,False,6424.45,False
2023-01-16,EU,169809.0,20660,False,5803.09,False
2023-01-17,EU,183298.8,23392,False,7148.46,False
2023-01-18,EU,143755.6,16914,False,7079.81,False
2023-01-19,EU,125294.6,15278,False,6391.6,False
2023-01-20,EU,111723.4,13765,False,6213.86,False
2023-01-21,EU,138868.5,18230,False,6341.43,False
2023-01-22,EU,173044.8,22014,False,6347.77,False
2023-01-23,EU,175757.6,21691,False,6369.5,False
2023-01-24,EU,176843.8,22757,False,6282.4,False
2023-01-25,EU,147249.2,18035,False,6635.36,False
2023-01-26,EU,119848.5,15485,False,7036.57,False
2023-01-27,EU,123441.8,14750,False,5450.39,False
2023-01-28,EU,143115.8,18426,False,5594.67,False
2023-01-29,EU,175545.4,21740,False,5036.99,False
2023-01-30,EU,179649.7,21941,False,7129.52,False
2023-01-31,EU,177969.1,22137,False,6637.26,False
2023-02-01,EU,166626.0,20966,False,6841.81,False
2023-02-02,EU,138839.4,17107,False,5294.6,False
2023-02-03,EU,128003.4,16277,False,7866.76,False
2023-02-04,EU,143220.3,17611,False,5952.32,False
2023-02-05,EU,172220.8,21837,False,6574.56,False
2023-02-06,EU,177468.6,22404,False,7124.11,False
2023-02-07,EU,186288.5,23255,False,5651.62,False
2023-02-08,EU,159303.2,19692,False,6004.74,False
2023-02-09,EU,142560.0,17895,False,6585.74,False
2023-02-10,EU,124524.7,15840,False,8728.98,False
2023-02-11,EU,149338.2,19698,False,6684.5,False
2023-02-12,EU,183123.1,23360,False,7729.29,False
2023-02-13,EU,160070.4,20496,False,7409.34,False
2023-02-14,EU,236983.2,31167,False,14739.81,True
2023-02-15,EU,152170.5,19279,False,5654.64,False
2023-02-16,EU,124106.0,15755,False,7294.4,False
2023-02-17,EU,123273.6,15761,False,5248.71,False
2023-02-18,EU,157554.5,19189,False,7728.5,False
2023-02-19,EU,175195.4,21677,False,6608.4,False
2023-02-20,EU,181455.2,22428,False,4328.82,False
2023-02-21,EU,192865.9,24432,False,6177.2,False
2023-02-22,EU,177070.8,22046,False,6973.36,False
2023-02-23,EU,141438.1,17748,False,6261.18,False
2023-02-24,EU,137601.2,17743,False,7023.4,False
2023-02-25,EU,154066.9,19689,False,5771.98,False
2023-02-26,EU,171936.2,21411,False,5407.81,False
2023-02-27,EU,175999.9,21664,False,6396.04,False
2023-02-28,EU,170951.3,21936,False,6479.05,False
2023-03-01,EU,160134.2,20403,False,6175.69,False
2023-03-02,EU,140647.4,16777,False,7436.83,False
2023-03-03,EU,135245.5,16749,False,5775.43,False
2023-03-04,EU,235205.3,29483,False,14706.73,True
2023-03-05,EU,168472.3,21448,False,6511.18,False
2023-03-06,EU,186498.5,23767,False,5212.03,False
2023-03-07,EU,176444.3,22197,False,5402.78,False
2023-03-08,EU,172926.4,21908,False,6468.13,False
2023-03-09,EU,143386.3,17955,False,8044.16,False
2023-03-10,EU,119022.4,14540,False,6923.22,False
2023-03-11,EU,163084.2,20254,False,5079.89,False
2023-03-12,EU,176785.5,22107,False,3972.61,False
2023-03-13,EU,179290.2,22393,False,7048.04,False
2023-03-14,EU,177394.5,21231,False,6385.23,False
2023-03-15,EU,164494.8,20363,False,7375.81,False
2023-03-16,EU,148389.1,18576,False,5758.83,False
2023-03-17,EU,130605.9,16185,False,6744.17,False
2023-03-18,EU,159394.6,19800,False,7141.54,False
2023-03-19,EU,186716.6,23583,False,6107.23,False
2023-03-20,EU,197517.5,24150,False,6124.93,False
2023-03-21,EU,185247.7,22341,False,6486.61,False
2023-03-22,EU,158361.1,19621,False,6901.14,False
2023-03-23,EU,153840.8,19612,False,6456.13,False
2023-03-24,EU,182459.4,23651,False,15247.4,True
2023-03-25,EU,166368.6,21187,False,6099.25,False
2023-03-26,EU,187794.4,22740,False,5406.68,False
2023-03-27,EU,258861.2,32241,False,16051.58,True
2023-03-28,EU,192596.5,24202,False,5986.89,False
2023-03-29,EU,188445.6,23644,False,6016.45,False
2023-03-30,EU,161852.6,20501,False,6419.16,False
2023-03-31,EU,133485.5,16227,False,6526.14,False
2023-04-01,EU,159417.1,19959,False,6163.65,False
2023-04-02,EU,194836.0,24564,False,6459.65,False
2023-04-03,EU,178821.7,22765,False,6442.39,False
2023-04-04,EU,193027.0,23725,False,6614.66,False
2023-04-05,EU,171958.0,21322,False,4589.41,False
2023-04-06,EU,149318.6,17312,False,7980.7,False
2023-04-07,EU,127792.2,15663,False,6358.77,False
2023-04-08,EU,145908.4,17976,False,6941.7,False
2023-04-09,EU,166065.0,20248,False,5375.32,False
2023-04-10,EU,176614.8,22159,False,6101.6,False
2023-04-11,EU,185822.8,23199,False,5941.15,False
2023-04-12,EU,169909.9,20109,False,7655.38,False
2023-04-13,EU,161461.4,20290,False,6011.55,False
2023-04-14,EU,140879.9,17145,False,7087.26,False
2023-04-15,EU,151021.5,19120,False,5961.06,False
2023-04-16,EU,188628.6,22937,False,6119.9,False
2023-04-17,EU,183360.3,22935,False,6286.16,False
2023-04-18,EU,187549.6,23302,False,7510.28,False
2023-04-19,EU,174067.5,21909,False,4971.92,False
2023-04-20,EU,151760.0,19032,False,5431.87,False
2023-04-21,EU,131208.6,16273,False,4927.16,False
2023-04-22,EU,167030.9,20110,False,5615.6,False
2023-04-23,EU,174722.6,21101,False,5836.92,False
2023-04-24,EU,187091.7,23094,False,5195.21,False
2023-04-25,EU,214768.7,26841,False,5900.08,False
2023-04-26,EU,174201.8,21471,False,4876.23,False
2023-04-27,EU,157550.1,20006,False,5674.21,False
2023-04-28,EU,133888.4,16596,False,7449.54,False
2023-04-29,EU,162933.8,19884,False,6812.67,False
2023-04-30,EU,184442.4,22916,False,6640.37,False
2023-05-01,EU,185070.7,23246,False,5688.78,False
2023-05-02,EU,182277.6,22947,False,5262.73,False
2023-05-03,EU,175576.3,22886,False,5580.88,False
2023-05-04,EU,140402.9,17215,False,6458.23,False
2023-05-05,EU,137345.4,17131,False,7187.94,False
2023-05-06,EU,166452.8,21019,False,7215.89,False
2023-05-07,EU,187789.6,23461,False,6999.09,False
2023-05-08,EU,183404.2,22675,False,5905.15,False
2023-05-09,EU,193325.8,23391,False,6515.44,False
2023-05-10,EU,168631.4,20823,False,6239.33,False
2023-05-11,EU,152942.3,18580,False,6336.05,False
2023-05-12,EU,120287.0,14172,False,8127.3,False
2023-05-13,EU,154615.7,18929,False,5088.6,False
2023-05-14,EU,165363.9,20146,False,6311.06,False
2023-05-15,EU,171416.1,21718,False,7468.8,False
2023-05-16,EU,201024.2,25428,False,5327.29,False
2023-05-17,EU,178114.4,21812,False,5985.6,False
2023-05-18,EU,140179.8,17392,False,6077.97,False
2023-05-19,EU,121862.0,14303,False,6323.17,False
2023-05-20,EU,133266.4,16411,False,5225.63,False
2023-05-21,EU,177722.0,22414,False,6979.23,False
2023-05-22,EU,206573.4,26234,False,7036.63,False
2023-05-23,EU,191225.4,23546,False,6910.9,False
2023-05-24,EU,164779.1,21123,False,5808.5,False
2023-05-25,EU,147932.4,17733,False,6574.61,False
2023-05-26,EU,120758.4,14470,False,5786.45,False
2023-05-27,EU,153199.3,19504,False,6240.52,False
2023-05-28,EU,182460.4,23643,False,8229.97,False
2023-05-29,EU,182321.4,23036,False,6584.36,False
2023-05-30,EU,193303.4,24142,False,5558.38,False
