OrderID;OrderDate;CustomerID;Product;Quantity;UnitPrice;Status;Channel
202300121;2023-03-01;31;Docking Station;1;€494.87;completed;web
202300531;2023-05-11;34;Desk Lamp;5;€336.51;completed;mobile
202300026;2023-12-24;16;Office Chair;9;€1,194.80;pending;mobile
202300073;2023-02-08;80;Standing Desk;14;€945.06;shipped;web
202300045;2023-05-11;4;Office Chair;12;€1,927.86;pending;web
202300250;2023-09-22;62;Smartphone;14;€916.38;completed;mobile
202300405;2023-08-29;61;Cable Kit;2;€42.01;completed;Phone Order
202300848;2023-12-10;18;Desk Lamp;4;€1,150.11;pending;mobile
202300704;2023-08-28;69;Tablet;6;€121.74;completed;In-Store
202300919;2023-08-14;65;USB-C Hub;14;€1,702.10;Completed;web
202300199;2023-02-02;51;Mechanical Keyboard;12;€711.18;completed;In-Store
202300543;2023-12-06;48; Power Bank ;12;€1,762.27;shipped;mobile
202300356;2023-03-21;70;Office Chair;13;€145.82;completed;mobile
202300324;2023-12-04;20;Tablet;5;€945.29;completed;In-Store
202300650;2023-03-14;9;Headset;10;€594.75;Completed;In-Store
202300917;2023-04-04;22;Webcam HD;10;€96.26;completed;web
202300236;2023-08-15;62;4K Monitor;1;€1,015.36;completed;mobile
202300581;2023-08-18;43; Cable Kit ;4;€793.84;Completed;web
202300950;2023-08-13;2;Smartphone;1;€41.81;completed;web
202300944;2023-06-24;22;Power Bank;1;€1,852.29;Completed;mobile
202300908;2023-08-04;2; Office Chair ;4;€462.13;completed;mobile
202300300;2023-10-06;43;Desk Lamp;1;€1,138.76;Completed;web
202300061;2023-12-13;9;Wireless Mouse;7;€763.52;completed;web
202300328;2023-03-12;68;Laptop Pro;9;€163.82;completed;mobile
202300932;2023-09-21;33;Cable Kit;2;€129.16;shipped;web
202300602;2023-01-31;76;Headset;3;€1,361.49;completed;mobile
202300448;2023-08-29;18;Office Chair;0;€518.68;completed;web
202300830;2023-04-02;42;Cable Kit;12;€1,315.19;completed;Phone Order
202300651;2023-05-09;57;Wireless Mouse;7;€945.53;Completed;web
202300599;2023-11-23;35;4K Monitor;11;€199.68;completed;mobile
202300545;2023-08-06;58;Tablet;7;€783.22;completed;web
202300785;2023-06-02;67;Tablet;7;€1,492.78;pending;web
202300306;2023-04-25;65; Cable Kit ;2;€1,713.77;completed;mobile
202300319;2023-02-28;73;Power Bank;9;€1,712.74;cancelled;mobile
202300761;2023-08-06;9;Cable Kit;14;€918.24;SHIPPED;web
202300495;2023-12-30;16;Docking Station;12;€1,727.55;cancelled;In-Store
202300266;2023-08-19;78;Headset;1;€224.88;completed;web
202300111;2023-01-28;67;Smartphone;4;€1,729.13;completed;In-Store
202300694;2023-10-19;66;Docking Station;-2;€793.66;Completed;web
202300945;2023-05-04;39;Wireless Mouse;7;€939.85;completed;mobile
202300528;2023-02-15;10;Standing Desk;12;€1,707.48;completed;web
202300257;2023-08-21;3;Webcam HD;2;€1,170.46;pending;In-Store
202300261;2023-03-02;58;Docking Station;6;€758.17;pending;Phone Order
202300635;2023-02-17;13;Docking Station;9;€340.32;completed;web
202300824;2023-09-16;2;Tablet;8;€988.34;shipped;web
202300430;2023-11-10;23;Cable Kit;11;€1,126.90;completed;web
202300631;2023-09-06;2;Standing Desk;14;€210.17;completed;In-Store
202300381;2023-09-06;18;Wireless Mouse;11;€1,674.17;completed;mobile
202300434;2023-11-13;1;4K Monitor;14;€1,201.65;pending;web
202300735;2023-10-07;8;Cable Kit;9;€731.77;cancelled;In-Store
202300138;2023-07-29;31;Webcam HD;4;€658.54;cancelled;In-Store
202300358;2023-12-24;28;Docking Station;8;€1,365.57;Completed;Phone Order
202300529;2023-01-25;15;Wireless Mouse;11;€1,494.40;completed;mobile
202300222;2023-11-11;11;Wireless Mouse;13;€276.82;completed;web
202300757;2023-07-30;46;Smartphone;12;€1,329.29;shipped;mobile
202300597;2023-11-23;65;Laptop Pro;2;€872.24;completed;mobile
202300560;2023-08-25;25;Docking Station;2;€1,359.41;cancelled;mobile
202300364;2023-03-04;64;Power Bank;2;€191.44;refunded;mobile
202300526;2023-01-24;35;Mechanical Keyboard;10;€1,689.48;completed;mobile
202300209;2023-05-19;74; Tablet ;10;€538.05;completed;mobile
202300412;2023-01-17;4;Cable Kit;14;€371.39;completed;web
202300335;2023-05-30;56; 4K Monitor ;1;€1,991.34;pending;Phone Order
202300211;2023-08-25;40;Desk Lamp;8;€1,988.49;Cancelled;In-Store
202300351;2023-01-09;24;Standing Desk;12;€1,697.82;refunded;Phone Order
202300079;2023-08-12;4;Laptop Pro;6;€48.10;completed;web
202300030;2023-07-29;17;Docking Station;0;€933.95;completed;web
202300281;2023-06-18;7;Standing Desk;8;€325.88;completed;mobile
202300586;2023-07-25;24;Cable Kit;13;€787.06;completed;mobile
202300753;2023-11-10;46;Power Bank;8;€67.66;completed;web
202300781;2023-08-07;21;Desk Lamp;1;€1,610.77;completed;Phone Order
202300290;2023-07-23;51;Docking Station;6;€349.27;Completed;web
202300166;2023-02-22;21;Laptop Pro;3;€365.28;pending;mobile
202300606;2023-12-11;65;Laptop Pro;6;€946.80;completed;web
202300875;2023-04-04;33;Webcam HD;12;€1,192.85;completed;Phone Order
202300721;2023-03-29;37;Webcam HD;4;€1,247.43;completed;web
202300066;2023-06-22;21;Standing Desk;6;€1,983.22;shipped;web
202300142;2023-06-26;22;Desk Lamp;7;€581.38;shipped;web
202300276;2023-07-10;75;Mechanical Keyboard;1;€1,146.74;completed;Phone Order
202300836;2023-08-03;57;USB-C Hub;14;€1,135.43;cancelled;Phone Order
202300656;2023-02-02;45;Headset;10;€533.76;Pending ;mobile
202300466;2023-04-04;26;Smartphone;8;€1,691.79;completed;web
202300671;2023-10-19;23;Tablet;14;€1,099.19;completed;Phone Order
202300320;2023-04-05;28; Tablet ;8;€141.02;shipped;web
202300399;2023-09-28;54;Mechanical Keyboard;7;€1,164.68;shipped;mobile
202300307;2023-06-26;42;Office Chair;1;€1,562.81;cancelled;web
202300308;2023-08-24;54;Cable Kit;6;€492.40;completed;web
202300829;2023-10-08;52;Office Chair;13;€201.85;Completed;mobile
202300334;2023-05-07;80;Power Bank;11;€360.09;pending;mobile
202300050;2023-03-03;61;Laptop Pro;4;€224.08;pending;Phone Order
202300826;2023-04-26;76;Smartphone;7;€1,140.61;completed;mobile
202300003;2023-08-16;49;4K Monitor;7;€1,510.14;completed;mobile
202300549;2023-01-10;75;Wireless Mouse;9;€1,078.67;completed;mobile
202300353;2023-02-04;38; Headset ;7;€790.21;completed;web
202300913;2023-06-21;9;4K Monitor;7;€1,781.55;Completed;mobile
202300952;2023-02-16;17; Office Chair ;2;€1,783.24;cancelled;Phone Order
202300347;2023-03-08;60;Headset;8;€41.48;completed;mobile
;;;;;;;
202300825;2023-08-08;79;Standing Desk;4;€1,302.56;completed;web
202300582;2023-03-29;13;Headset;10;€1,283.90;completed;web
202300034;2023-02-14;77; 4K Monitor ;4;€1,137.59;shipped;mobile
202300032;2023-10-18;44;Desk Lamp;1;€66.65;refunded;Phone Order
202300232;2023-08-02;35;Headset;7;€693.09;completed;In-Store
202300755;2023-03-16;63;Desk Lamp;8;€1,345.46;completed;Phone Order
202300193;2023-10-07;52;Mechanical Keyboard;11;€1,223.12;Pending ;In-Store
202300515;2023-02-01;33;Standing Desk;12;€1,659.91;completed;In-Store
202300004;2023-04-09;24; Power Bank ;10;€1,094.36;completed;In-Store
202300205;2023-05-21;46;Cable Kit;10;€1,942.48;Cancelled;mobile
202300540;2023-04-27;41;Mechanical Keyboard;13;€471.68;Pending ;In-Store
202300663;2023-02-01;74;Smartphone;3;€733.04;shipped;web
202300989;2023-08-08;80;Cable Kit;6;€906.47;completed;mobile
202300110;2023-05-25;63;Mechanical Keyboard;1;€1,008.32;Completed;web
202300603;2023-11-04;32;Tablet;12;€222.86;Completed;web
202300078;2023-06-08;37;Power Bank;8;€953.11;completed;web
202300085;2023-12-26;17;Headset;3;€1,635.83;completed;web
202300527;2023-09-01;77;Webcam HD;8;€1,438.59;refunded;web
202300083;2023-03-29;45;Headset;10;€1,641.21;shipped;web
202300255;2023-05-03;29;Office Chair;11;€462.20;cancelled;mobile
202300765;2023-03-09;50;Cable Kit;4;€160.22;Completed;web
202300429;2023-07-02;66;Standing Desk;14;€768.35;pending;In-Store
202300916;2023-09-10;33;Webcam HD;12;€1,671.38;pending;mobile
202300524;2023-05-26;75;Tablet;8;€714.84;cancelled;mobile
202300468;2023-08-11;44;Office Chair;14;€489.13;pending;Phone Order
202300645;2023-01-23;40;Headset;4;€1,678.97;shipped;Phone Order
202300006;2023-06-25;34;Tablet;7;€1,945.14;completed;web
202300406;2023-03-09;24;Docking Station;8;€1,317.33;completed;Phone Order
202300469;2023-11-13;80;Tablet;-1;€734.65;completed;web
202300098;2023-11-02;64;4K Monitor;7;€1,204.28;completed;In-Store
202300927;2023-09-24;32;Power Bank;0;€829.22;Completed;web
202300360;2023-11-01;40; Smartphone ;5;€1,004.35;completed;mobile
202300877;2023-09-03;67; 4K Monitor ;6;€1,107.50;completed;In-Store
202300267;2023-10-11;3;Office Chair;13;€622.42;completed;Phone Order
202300423;2023-08-08;75;Power Bank;9;€1,616.91;completed;web
202300463;2023-01-12;45;Desk Lamp;7;€1,644.20;completed;In-Store
202300696;2023-02-08;80;Tablet;1;€361.40;completed;In-Store
202300974;2023-08-29;32;Mechanical Keyboard;2;€1,083.28;completed;Phone Order
202300494;2023-05-23;74;4K Monitor;13;€1,247.15;shipped;Phone Order
202300119;2023-01-26;23;4K Monitor;5;€1,704.15;completed;Phone Order
202300972;2023-09-04;50;Desk Lamp;6;€1,283.04;shipped;mobile
202300251;2023-04-09;43; Webcam HD ;14;€866.21;completed;web
202300343;2023-01-15;19;Tablet;8;€1,898.25;cancelled;web
202300010;2023-05-23;66;Standing Desk;8;€1,389.31;cancelled;web
202300197;2023-06-12;55;Cable Kit;11;€1,855.37;pending;web
202300742;2023-10-11;62;Tablet;1;€212.04;completed;Phone Order
202300082;2023-02-21;18;USB-C Hub;10;€869.56;completed;Phone Order
202300949;2023-09-05;26; Docking Station ;2;€1,069.74;completed;web
202300480;2023-05-31;12;Laptop Pro;7;€1,860.54;shipped;In-Store
202300626;2023-12-07;60;Cable Kit;5;€805.14;pending;mobile
202300240;2023-08-22;64; Office Chair ;12;€1,376.97;completed;web
202300293;2023-11-07;18;Webcam HD;14;€813.08;completed;web
202300212;2023-11-12;7;Cable Kit;3;€1,107.47;completed;web
202300901;2023-04-10;1;Mechanical Keyboard;10;€1,589.15;Completed;In-Store
202300362;2023-06-27;50;Desk Lamp;5;€1,192.63;completed;mobile
202300533;2023-06-09;38;Power Bank;-1;€695.59;shipped;web
202300228;2023-12-15;79; Standing Desk ;9;€1,327.74;completed;mobile
202300865;2023-07-05;2;Wireless Mouse;6;€1,567.44;completed;mobile
202300363;2023-09-15;36;Standing Desk;10;€405.58;cancelled;In-Store
202300853;2023-10-15;55;Cable Kit;6;€1,525.86;completed;web
202300955;2023-12-16;45;Laptop Pro;3;€1,042.77;completed;web
202300965;2023-02-13;49;Mechanical Keyboard;2;€1,772.50;cancelled;web
202300366;2023-11-12;5;Smartphone;13;€1,163.44;Completed;mobile
202300771;2023-05-28;61;4K Monitor;12;€263.86;cancelled;web
202300860;2023-09-06;12;Cable Kit;9;€914.87;completed;web
202300372;2023-01-08;50;Power Bank;13;€1,752.01;completed;web
202300008;2023-06-30;30;Headset;1;€970.82;cancelled;In-Store
202300156;2023-07-25;73;Docking Station;14;€514.26;cancelled;In-Store
202300546;2023-04-05;8;4K Monitor;4;€1,733.37;completed;mobile
202300808;2023-06-14;34;Power Bank;7;€1,959.32;Cancelled;web
202300486;2023-10-31;2;Wireless Mouse;9;€762.93;completed;In-Store
202300585;2023-06-01;34;4K Monitor;3;€603.27;completed;web
202300786;2023-09-24;40;Headset;7;€450.22;Completed;web
202300571;2023-04-30;31;Mechanical Keyboard;6;€358.35;shipped;mobile
202300478;2023-08-07;78;Smartphone;2;€13.41;completed;mobile
202300583;2023-08-29;47;Desk Lamp;4;€712.45;refunded;web
202300943;2023-12-12;12;Headset;4;€1,368.84;completed;web
202300698;2023-03-27;43;Desk Lamp;5;€402.39;shipped;mobile
202300833;2023-04-05;74;Wireless Mouse;7;€1,429.42;shipped;Phone Order
202300535;2023-12-22;59; Wireless Mouse ;13;€1,885.44;completed;web
202300588;2023-11-29;14;Mechanical Keyboard;12;€862.26;completed;web
202300715;2023-02-04;35;Webcam HD;6;€1,344.88;completed;mobile
202300452;2023-10-11;53;Smartphone;9;€733.84;completed;Phone Order
202300457;2023-04-25;17;Power Bank;5;€1,141.89;shipped;mobile
202300229;2023-05-25;19;Webcam HD;6;€658.04;completed;mobile
;;;;;;;
202300750;2023-01-30;41;Office Chair;1;€86.83;shipped;Phone Order
202300213;2023-04-29;21;Power Bank;9;€243.15;completed;web
202300080;2023-03-27;45;Tablet;10;€151.10;completed;In-Store
202300149;2023-03-08;61;Wireless Mouse;9;€1,578.64;completed;web
202300303;2023-02-27;43;4K Monitor;2;€1,130.75;cancelled;Phone Order
202300666;2023-08-31;43; Mechanical Keyboard ;5;€1,955.50;Completed;web
202300329;2023-08-24;4;Mechanical Keyboard;4;€34.58;completed;mobile
202300670;2023-10-20;3;Standing Desk;4;€1,244.23;Pending ;web
202300345;2023-07-10;35;Office Chair;7;€1,115.15;pending;mobile
202300712;2023-05-03;78;Docking Station;12;€1,425.42;completed;web
202300508;2023-02-23;30;Laptop Pro;14;€904.40;shipped;web
202300134;2023-09-09;76; Power Bank ;2;€1,423.50;Pending ;mobile
202300555;2023-03-18;43;Smartphone;10;€1,782.17;completed;mobile
202300312;2023-09-16;64;Smartphone;0;€1,609.97;cancelled;In-Store
202300759;2023-12-24;21;4K Monitor;8;€28.42;completed;web
202300500;2023-02-07;38;Tablet;3;€1,428.10;shipped;mobile
202300001;2023-02-28;55;Webcam HD;13;€1,072.58;completed;mobile
202300317;2023-03-29;10;Laptop Pro;1;€402.78;shipped;web
202300714;2023-08-25;69;Webcam HD;7;€1,956.68;shipped;Phone Order
202300552;2023-10-08;56;USB-C Hub;1;€1,065.09;pending;Phone Order
202300804;2023-10-17;77;Office Chair;1;€1,313.24;shipped;mobile
202300537;2023-12-01;9;Docking Station;11;€1,304.51;shipped;In-Store
202300746;2023-12-03;80;Tablet;10;€595.36;Completed;mobile
202300846;2023-10-22;40;Standing Desk;12;€656.96;completed;In-Store
202300173;2023-03-28;52;Headset;1;€330.52;completed;mobile
202300126;2023-11-09;77;Docking Station;10;€217.58;shipped;In-Store
202300990;2023-09-11;2;Webcam HD;3;€981.57;Pending ;In-Store
202300424;2023-04-12;67;Cable Kit;2;€390.36;completed;web
202300809;2023-11-19;28;Cable Kit;14;€56.27;completed;web
202300912;2023-12-25;65; Laptop Pro ;3;€1,244.18;completed;In-Store
202300091;2023-06-02;75;Smartphone;8;€1,302.23;completed;mobile
202300948;2023-09-13;2;Laptop Pro;2;€623.43;shipped;mobile
202300182;2023-03-30;45;Docking Station;7;€596.05;completed;Phone Order
202300275;2023-08-27;78;Power Bank;1;€1,188.74;completed;mobile
202300904;2023-04-11;16;Webcam HD;12;€500.40;shipped;mobile
202300070;2023-04-15;73;Standing Desk;14;€356.01;completed;mobile
202300292;2023-12-02;43;Tablet;13;€1,325.35;completed;Phone Order
202300132;2023-09-05;76;Webcam HD;8;€953.67;completed;mobile
202300301;2023-03-03;13;Headset;13;€1,169.91;completed;mobile
202300933;2023-12-10;26;Tablet;2;€1,117.52;completed;In-Store
202300327;2023-09-15;25;Desk Lamp;3;€1,178.84;Completed;web
202300145;2023-02-12;64;Headset;10;€663.38;shipped;In-Store
202300498;2023-10-26;80;Wireless Mouse;9;€1,935.23;completed;Phone Order
202300678;2023-06-22;14;Cable Kit;12;€1,801.90;completed;In-Store
202300951;2023-06-08;4;Wireless Mouse;14;€283.26;SHIPPED;web
202300136;2023-11-05;10;USB-C Hub;5;€1,663.77;completed;mobile
202300782;2023-08-11;45;Cable Kit;7;€461.45;shipped;web
202300165;2023-03-15;67;4K Monitor;3;€169.94;pending;web
202300029;2023-08-15;40;Webcam HD;8;€1,715.67;completed;In-Store
202300961;2023-09-02;68;Tablet;9;€1,127.25;cancelled;web
202300194;2023-04-07;39;Laptop Pro;3;€191.77;completed;Phone Order
202300962;2023-07-07;54;Webcam HD;7;€1,353.40;refunded;web
202300644;2023-03-06;49;Smartphone;5;€735.66;shipped;mobile
202300170;2023-11-14;14;Webcam HD;-2;€718.92;completed;In-Store
202300986;2023-10-12;38;Office Chair;12;€1,342.44;completed;Phone Order
202300141;2023-06-04;22;Tablet;10;€1,497.95;completed;web
202300174;2023-06-13;78;Cable Kit;7;€1,561.74;completed;web
202300007;2023-12-27;79;Smartphone;2;€1,051.47;Completed;In-Store
202300897;2023-03-17;2;Mechanical Keyboard;3;€575.74;completed;web
202300482;2023-02-12;62;Tablet;9;€198.05;refunded;Phone Order
202300074;2023-07-28;40;Power Bank;13;€1,414.29;completed;web
202300690;2023-04-21;45;Standing Desk;6;€868.27;completed;mobile
202300584;2023-08-06;63;Power Bank;11;€1,427.95;Completed;In-Store
202300239;2023-12-02;27;Wireless Mouse;10;€560.91;completed;web
202300146;2023-07-17;18;Wireless Mouse;10;€399.62;pending;In-Store
202300800;2023-07-05;66;Headset;2;€1,208.63;completed;web
202300235;2023-08-14;54;Tablet;1;€1,906.07;completed;web
202300221;2023-06-06;16;Standing Desk;2;€982.75;cancelled;mobile
202300479;2023-07-09;11;Cable Kit;11;€592.47;pending;In-Store
202300719;2023-04-26;48;Webcam HD;3;€1,281.66;Completed;In-Store
202300133;2023-12-09;3;4K Monitor;0;€645.14;completed;In-Store
;;;;;;;
202300985;2023-06-15;26;Tablet;2;€1,667.28;completed;mobile
202300186;2023-04-17;19;Office Chair;-2;€1,865.37;completed;web
202300042;2023-10-23;18;Webcam HD;1;€750.17;completed;In-Store
202300617;2023-06-25;53;Smartphone;4;€1,625.71;completed;web
202300109;2023-05-18;1;Tablet;10;€605.35;completed;web
202300595;2023-10-17;62;Mechanical Keyboard;1;€146.13;cancelled;mobile
